firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
name1779,lastname1779,Female,February,12,1998,BS IT Entrepreneurship,0927 897 3040,Globe
name1780,lastname1780,Male,May,16,2001,BS Legal Management,0918 581 2425,Smart
name1781,lastname1781,Male,July,22,2001,BS Management,0918 753 4933,Smart
name1782,lastname1782,Male,August,18,2001,BS Legal Management,0927 241 5308,Globe
name1783,lastname1783,Male,October,21,1997,BS IT Entrepreneurship,0917 650 8776,Globe
name1784,lastname1784,Female,April,26,1998,BS Communications Technology Management,0918 843 2763,Smart
name1785,lastname1785,Male,September,10,1997,BS IT Entrepreneurship,0918 657 1572,Smart
name1786,lastname1786,Male,August,14,1997,BS Communications Technology Management,0917 134 4322,Globe
name1787,lastname1787,Male,August,1,1998,BS Legal Management,0927 185 9470,Globe
name1788,lastname1788,Female,September,16,1998,BS Legal Management,0927 530 2041,Globe
name1789,lastname1789,Male,August,12,2000,BS Legal Management,0917 274 4019,Globe
name1790,lastname1790,Male,January,16,1998,BS Management Engineering,0927 888 5310,Globe
name1791,lastname1791,Female,May,21,1997,BS IT Entrepreneurship,0918 510 4996,Smart
name1792,lastname1792,Female,July,21,1999,BS Management,0917 945 8298,Globe
name1793,lastname1793,Female,November,1,1998,BS Legal Management,0927 830 1201,Globe
name1794,lastname1794,Male,July,10,1999,BS Management,0918 956 2885,Smart
name1795,lastname1795,Female,August,9,1999,BS Management,0927 534 6657,Globe
name1796,lastname1796,Male,May,16,1998,BS IT Entrepreneurship,0917 561 9612,Globe
name1797,lastname1797,Male,February,14,1998,BS Management,0917 911 6438,Globe
name1798,lastname1798,Male,May,21,2000,BS Communications Technology Management,0917 488 8960,Globe
name1799,lastname1799,Female,July,18,1997,BS IT Entrepreneurship,0917 914 4274,Globe
name1800,lastname1800,Female,June,8,1997,BS Management Engineering,0918 386 6944,Smart
name1801,lastname1801,Female,July,22,1998,BS Management,0918 320 1548,Smart
name1802,lastname1802,Female,June,23,1997,BS Legal Management,0917 347 1553,Globe
name1803,lastname1803,Male,April,9,1998,BS Management Engineering,0927 424 6059,Globe
name1804,lastname1804,Male,November,6,2000,BS Management Engineering,0918 617 9852,Smart
name1805,lastname1805,Male,February,7,1997,BS Communications Technology Management,0917 487 9127,Globe
name1806,lastname1806,Male,April,26,1998,BS Communications Technology Management,0917 810 4831,Globe
name1807,lastname1807,Male,February,6,1997,BS Communications Technology Management,0927 630 7509,Globe
name1808,lastname1808,Male,March,15,2001,BS Communications Technology Management,0917 167 1593,Globe
name1809,lastname1809,Female,December,11,1998,BS Legal Management,0917 421 6667,Globe
name1810,lastname1810,Female,July,20,1997,BS Management,0917 985 3009,Globe
name1811,lastname1811,Male,May,3,1999,BS Communications Technology Management,0917 466 4919,Globe
name1812,lastname1812,Female,September,1,1997,BS Communications Technology Management,0918 248 8524,Smart
name1813,lastname1813,Male,March,28,1999,BS Management Engineering,0917 764 8724,Globe
name1814,lastname1814,Male,November,24,1998,BS IT Entrepreneurship,0917 390 8744,Globe
name1815,lastname1815,Female,August,21,1998,BS Legal Management,0927 336 7971,Globe
name1816,lastname1816,Male,November,19,1997,BS Management Engineering,0917 608 5191,Globe
name1817,lastname1817,Male,May,27,2000,BS Legal Management,0917 857 7520,Globe
name1818,lastname1818,Male,August,12,1999,BS Legal Management,0927 335 6538,Globe
name1819,lastname1819,Female,July,8,1997,BS IT Entrepreneurship,0927 503 7973,Globe
name1820,lastname1820,Female,June,8,1998,BS Legal Management,0918 138 7589,Smart
name1821,lastname1821,Female,May,5,2000,BS Management Engineering,0918 688 3340,Smart
name1822,lastname1822,Male,January,7,2001,BS Legal Management,0918 603 1124,Smart
name1823,lastname1823,Male,June,9,2000,BS Management,0927 800 2625,Globe
name1824,lastname1824,Male,April,21,1997,BS Communications Technology Management,0918 749 9483,Smart
name1825,lastname1825,Female,December,16,2000,BS Management Engineering,0918 125 9294,Smart
name1826,lastname1826,Male,March,12,2001,BS Management Engineering,0918 614 3280,Smart
name1827,lastname1827,Male,December,16,1997,BS Management Engineering,0918 511 9530,Smart
name1828,lastname1828,Female,April,3,1997,BS Management,0917 916 9573,Globe
name1829,lastname1829,Male,June,15,1999,BS Legal Management,0917 277 2479,Globe
name1830,lastname1830,Male,November,15,1999,BS Management Engineering,0918 197 5144,Smart
name1831,lastname1831,Female,March,8,1999,BS Legal Management,0927 527 3732,Globe
name1832,lastname1832,Male,June,8,2001,BS IT Entrepreneurship,0917 156 3760,Globe
name1833,lastname1833,Female,April,18,1999,BS Management Engineering,0917 511 2707,Globe
name1834,lastname1834,Male,September,9,1999,BS Management Engineering,0917 816 7465,Globe
name1835,lastname1835,Male,September,3,2000,BS Legal Management,0917 470 1638,Globe
name1836,lastname1836,Male,June,24,1999,BS Management,0917 756 5799,Globe
name1837,lastname1837,Male,January,10,1998,BS IT Entrepreneurship,0917 454 3754,Globe
name1838,lastname1838,Male,December,2,2000,BS Communications Technology Management,0917 291 7417,Globe
name1839,lastname1839,Male,August,8,2000,BS Management Engineering,0917 649 8594,Globe
name1840,lastname1840,Female,June,24,1999,BS Legal Management,0918 663 4717,Smart
name1841,lastname1841,Male,June,14,1999,BS Communications Technology Management,0918 719 9417,Smart
name1842,lastname1842,Female,May,11,1997,BS Management Engineering,0918 841 9875,Smart
name1843,lastname1843,Male,July,14,1998,BS Management Engineering,0917 359 8152,Globe
name1844,lastname1844,Male,February,5,1997,BS IT Entrepreneurship,0918 281 9072,Smart
name1845,lastname1845,Male,March,24,1999,BS Legal Management,0917 461 4220,Globe
name1846,lastname1846,Male,November,14,1999,BS Management,0917 548 9682,Globe
name1847,lastname1847,Female,April,28,1997,BS IT Entrepreneurship,0917 307 2088,Globe
name1848,lastname1848,Female,May,28,1997,BS Legal Management,0918 941 3734,Smart
name1849,lastname1849,Male,August,11,1998,BS Communications Technology Management,0917 392 1576,Globe
name1850,lastname1850,Male,July,19,1999,BS Communications Technology Management,0918 834 1480,Smart
name1851,lastname1851,Male,July,16,2000,BS IT Entrepreneurship,0927 201 4051,Globe
name1852,lastname1852,Female,August,27,1999,BS Management,0927 352 4021,Globe
name1853,lastname1853,Female,June,21,1999,BS Management Engineering,0927 641 8370,Globe
name1854,lastname1854,Male,April,15,2000,BS Management Engineering,0917 826 2659,Globe
name1855,lastname1855,Female,September,21,1999,BS Management Engineering,0927 525 7061,Globe
name1856,lastname1856,Female,May,1,2001,BS Management Engineering,0917 179 1652,Globe
name1857,lastname1857,Male,October,11,1997,BS Management Engineering,0918 486 8426,Smart
name1858,lastname1858,Female,August,11,1998,BS IT Entrepreneurship,0917 577 2728,Globe
name1859,lastname1859,Female,November,13,1997,BS Legal Management,0917 625 9405,Globe
name1860,lastname1860,Female,August,10,1998,BS Management,0918 644 9525,Smart
name1861,lastname1861,Female,April,27,1997,BS Communications Technology Management,0918 369 2095,Smart
name1862,lastname1862,Male,July,16,1997,BS Management Engineering,0917 128 2945,Globe
name1863,lastname1863,Male,November,11,1997,BS Management Engineering,0917 893 8398,Globe
name1864,lastname1864,Female,July,8,1998,BS Communications Technology Management,0927 739 2312,Globe
name1865,lastname1865,Female,May,8,1997,BS Legal Management,0918 707 6368,Smart
name1866,lastname1866,Male,January,25,1997,BS IT Entrepreneurship,0917 111 5040,Globe
name1867,lastname1867,Male,October,8,1999,BS Management Engineering,0918 140 5189,Smart
name1868,lastname1868,Male,November,10,2001,BS Management Engineering,0927 334 1585,Globe
name1869,lastname1869,Female,August,5,1998,BS Management Engineering,0927 304 5890,Globe
name1870,lastname1870,Male,April,1,1998,BS Legal Management,0927 564 3320,Globe
name1871,lastname1871,Female,November,12,1997,BS Management,0918 547 2499,Smart
name1872,lastname1872,Male,January,17,1999,BS Management,0918 129 6071,Smart
name1873,lastname1873,Female,February,9,2000,BS IT Entrepreneurship,0927 737 4858,Globe
name1874,lastname1874,Female,November,23,2000,BS IT Entrepreneurship,0917 199 2397,Globe
name1875,lastname1875,Male,May,13,1997,BS IT Entrepreneurship,0917 136 2386,Globe
name1876,lastname1876,Male,March,10,1998,BS Legal Management,0917 808 6501,Globe
name1877,lastname1877,Female,November,7,1997,BS Legal Management,0927 728 9251,Globe
name1878,lastname1878,Male,January,17,1999,BS IT Entrepreneurship,0927 814 4698,Globe
name1879,lastname1879,Female,June,25,1999,BS IT Entrepreneurship,0918 179 6493,Smart
name1880,lastname1880,Male,January,27,1997,BS Management Engineering,0918 845 3785,Smart
name1881,lastname1881,Female,December,15,1997,BS IT Entrepreneurship,0918 240 8941,Smart
name1882,lastname1882,Female,September,20,1999,BS Management Engineering,0927 674 7923,Globe
name1883,lastname1883,Female,August,18,1997,BS Legal Management,0918 360 7086,Smart
name1884,lastname1884,Female,November,23,1998,BS Legal Management,0927 416 7864,Globe
name1885,lastname1885,Female,March,28,1999,BS Management,0927 698 1510,Globe
name1886,lastname1886,Male,December,19,1997,BS Management Engineering,0918 928 8697,Smart
name1887,lastname1887,Female,December,26,1998,BS Legal Management,0917 458 5958,Globe
name1888,lastname1888,Female,January,6,1997,BS IT Entrepreneurship,0927 145 2468,Globe
name1889,lastname1889,Male,January,5,2000,BS IT Entrepreneurship,0927 551 5106,Globe
name1890,lastname1890,Male,July,5,1999,BS Communications Technology Management,0917 376 8469,Globe
name1891,lastname1891,Female,July,25,1997,BS Legal Management,0927 627 1082,Globe
name1892,lastname1892,Female,May,14,1999,BS Management,0917 351 6483,Globe
name1893,lastname1893,Female,April,6,2001,BS Legal Management,0918 976 7172,Smart
name1894,lastname1894,Female,July,9,1997,BS Management Engineering,0927 317 4456,Globe
name1895,lastname1895,Male,August,24,2001,BS Communications Technology Management,0917 951 6149,Globe
name1896,lastname1896,Male,September,18,1997,BS Communications Technology Management,0918 437 4382,Smart
name1897,lastname1897,Female,March,20,2000,BS IT Entrepreneurship,0918 674 6011,Smart
name1898,lastname1898,Female,November,13,2001,BS IT Entrepreneurship,0917 980 9361,Globe
name1899,lastname1899,Male,November,16,1997,BS Legal Management,0917 343 4749,Globe
name1900,lastname1900,Female,December,21,2000,BS Management Engineering,0918 782 7408,Smart
name1901,lastname1901,Male,December,19,2001,BS IT Entrepreneurship,0927 687 3457,Globe
name1902,lastname1902,Male,June,24,1997,BS Management Engineering,0927 565 8788,Globe
name1903,lastname1903,Female,July,25,1998,BS Communications Technology Management,0917 773 3531,Globe
name1904,lastname1904,Female,February,18,1998,BS Communications Technology Management,0918 177 9665,Smart
name1905,lastname1905,Female,June,12,2001,BS Legal Management,0917 647 6297,Globe
name1906,lastname1906,Female,September,1,1997,BS Legal Management,0918 604 5243,Smart
name1907,lastname1907,Female,June,10,1997,BS Management,0927 665 4368,Globe
name1908,lastname1908,Female,October,6,1998,BS Management Engineering,0927 898 7426,Globe
name1909,lastname1909,Female,December,24,1997,BS Legal Management,0918 415 4885,Smart
name1910,lastname1910,Male,August,18,2000,BS Management Engineering,0927 216 9011,Globe
name1911,lastname1911,Female,August,21,2000,BS IT Entrepreneurship,0918 172 3043,Smart
name1912,lastname1912,Female,October,6,1998,BS Management Engineering,0917 647 9327,Globe
name1913,lastname1913,Male,May,20,1999,BS Management Engineering,0927 586 8024,Globe
name1914,lastname1914,Male,February,20,2001,BS IT Entrepreneurship,0917 681 6487,Globe
name1915,lastname1915,Female,April,21,2000,BS Management,0917 797 8859,Globe
name1916,lastname1916,Male,January,22,1998,BS Management Engineering,0918 600 7693,Smart
name1917,lastname1917,Male,April,19,1997,BS IT Entrepreneurship,0927 623 6877,Globe
name1918,lastname1918,Male,February,9,2000,BS Management,0917 883 9174,Globe
name1919,lastname1919,Male,October,11,1999,BS Management,0918 989 8988,Smart
name1920,lastname1920,Male,October,5,1998,BS Management,0927 500 4106,Globe
name1921,lastname1921,Male,January,19,1999,BS Communications Technology Management,0918 458 7218,Smart
name1922,lastname1922,Male,August,8,2000,BS Management Engineering,0927 910 2396,Globe
name1923,lastname1923,Female,July,14,1999,BS Legal Management,0917 408 9751,Globe
name1924,lastname1924,Male,January,15,1998,BS Legal Management,0917 120 2048,Globe
name1925,lastname1925,Female,December,16,2000,BS Communications Technology Management,0927 995 4819,Globe
name1926,lastname1926,Female,January,19,2000,BS Communications Technology Management,0917 776 8672,Globe
name1927,lastname1927,Female,December,23,1997,BS Communications Technology Management,0927 711 8774,Globe
name1928,lastname1928,Female,September,23,2001,BS Management Engineering,0918 176 1631,Smart
name1929,lastname1929,Male,September,21,2001,BS Legal Management,0918 886 7599,Smart
name1930,lastname1930,Male,March,26,1997,BS Management,0927 525 4868,Globe
name1931,lastname1931,Male,March,6,1998,BS Legal Management,0927 841 2882,Globe
name1932,lastname1932,Female,May,1,1999,BS Management Engineering,0918 846 6659,Smart
name1933,lastname1933,Male,July,3,1997,BS Management Engineering,0918 792 6368,Smart
name1934,lastname1934,Male,March,16,1999,BS Legal Management,0918 967 8450,Smart
name1935,lastname1935,Female,May,14,1999,BS Management,0927 755 4178,Globe
name1936,lastname1936,Female,September,26,1997,BS Management Engineering,0917 380 8802,Globe
name1937,lastname1937,Female,July,8,1999,BS Management,0927 360 5747,Globe
name1938,lastname1938,Female,November,7,2000,BS Management Engineering,0918 206 1778,Smart
name1939,lastname1939,Male,September,27,1998,BS Management Engineering,0927 130 2847,Globe
name1940,lastname1940,Female,October,6,1999,BS Communications Technology Management,0917 473 8945,Globe
name1941,lastname1941,Female,August,8,1998,BS IT Entrepreneurship,0918 486 3597,Smart
name1942,lastname1942,Male,November,20,1997,BS Legal Management,0927 413 7382,Globe
name1943,lastname1943,Male,September,26,1998,BS Management Engineering,0918 855 7910,Smart
name1944,lastname1944,Female,January,24,1999,BS Management,0927 616 9138,Globe
name1945,lastname1945,Male,September,20,1998,BS Management,0918 467 4634,Smart
name1946,lastname1946,Female,December,21,1999,BS Management,0927 357 7894,Globe
name1947,lastname1947,Female,January,18,1999,BS Legal Management,0927 276 9126,Globe
name1948,lastname1948,Male,January,16,1997,BS Management Engineering,0927 797 9938,Globe
name1949,lastname1949,Male,October,6,1999,BS Legal Management,0917 929 6626,Globe
name1950,lastname1950,Male,May,20,1999,BS Management Engineering,0918 501 2731,Smart
name1951,lastname1951,Male,December,10,1998,BS Legal Management,0927 217 8950,Globe
name1952,lastname1952,Female,February,15,2000,BS Legal Management,0917 251 2670,Globe
name1953,lastname1953,Male,January,11,1997,BS IT Entrepreneurship,0917 295 3430,Globe
name1954,lastname1954,Male,April,1,1998,BS Management,0918 128 1504,Smart
name1955,lastname1955,Female,June,14,1997,BS IT Entrepreneurship,0917 988 1124,Globe
name1956,lastname1956,Female,December,3,2001,BS Management,0918 290 9663,Smart
