firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name1915,lastname1915,April,21,2000,BS Management,0917 797 8859
name1916,lastname1916,January,22,1998,BS Management Engineering,0918 600 7693
name1917,lastname1917,April,19,1997,BS IT Entrepreneurship,0927 623 6877
name1918,lastname1918,February,9,2000,BS Management,0917 883 9174
name1919,lastname1919,October,11,1999,BS Management,0918 989 8988
name1920,lastname1920,October,5,1998,BS Management,0927 500 4106
name1921,lastname1921,January,19,1999,BS Communications Technology Management,0918 458 7218
name1922,lastname1922,August,8,2000,BS Management Engineering,0927 910 2396
name1923,lastname1923,July,14,1999,BS Legal Management,0917 408 9751
name1924,lastname1924,January,15,1998,BS Legal Management,0917 120 2048
name1925,lastname1925,December,16,2000,BS Communications Technology Management,0927 995 4819
name1926,lastname1926,January,19,2000,BS Communications Technology Management,0917 776 8672
name1927,lastname1927,December,23,1997,BS Communications Technology Management,0927 711 8774
name1928,lastname1928,September,23,2001,BS Management Engineering,0918 176 1631
name1929,lastname1929,September,21,2001,BS Legal Management,0918 886 7599
name1930,lastname1930,March,26,1997,BS Management,0927 525 4868
name1931,lastname1931,March,6,1998,BS Legal Management,0927 841 2882
name1932,lastname1932,May,1,1999,BS Management Engineering,0918 846 6659
name1933,lastname1933,July,3,1997,BS Management Engineering,0918 792 6368
name1934,lastname1934,March,16,1999,BS Legal Management,0918 967 8450
name1935,lastname1935,May,14,1999,BS Management,0927 755 4178
name1936,lastname1936,September,26,1997,BS Management Engineering,0917 380 8802
name1937,lastname1937,July,8,1999,BS Management,0927 360 5747
name1938,lastname1938,November,7,2000,BS Management Engineering,0918 206 1778
name1939,lastname1939,September,27,1998,BS Management Engineering,0927 130 2847
name1940,lastname1940,October,6,1999,BS Communications Technology Management,0917 473 8945
name1941,lastname1941,August,8,1998,BS IT Entrepreneurship,0918 486 3597
name1942,lastname1942,November,20,1997,BS Legal Management,0927 413 7382
name1943,lastname1943,September,26,1998,BS Management Engineering,0918 855 7910
name1944,lastname1944,January,24,1999,BS Management,0927 616 9138
name1945,lastname1945,September,20,1998,BS Management,0918 467 4634
name1946,lastname1946,December,21,1999,BS Management,0927 357 7894
name1947,lastname1947,January,18,1999,BS Legal Management,0927 276 9126
name1948,lastname1948,January,16,1997,BS Management Engineering,0927 797 9938
name1949,lastname1949,October,6,1999,BS Legal Management,0917 929 6626
name1950,lastname1950,May,20,1999,BS Management Engineering,0918 501 2731
name1951,lastname1951,December,10,1998,BS Legal Management,0927 217 8950
name1952,lastname1952,February,15,2000,BS Legal Management,0917 251 2670
name1953,lastname1953,January,11,1997,BS IT Entrepreneurship,0917 295 3430
name1954,lastname1954,April,1,1998,BS Management,0918 128 1504
name1955,lastname1955,June,14,1997,BS IT Entrepreneurship,0917 988 1124
name1956,lastname1956,December,3,2001,BS Management,0918 290 9663
name1957,lastname1957,August,11,1999,BS Management Engineering,0927 328 8199
name1958,lastname1958,December,1,2001,BS Management Engineering,0918 828 2295
name1959,lastname1959,September,26,1998,BS Management,0918 505 9307
name1960,lastname1960,May,14,2000,BS Management Engineering,0927 475 9587
name1961,lastname1961,June,25,1997,BS Management Engineering,0927 174 2703
name1962,lastname1962,March,15,1997,BS Management,0917 616 5146
name1963,lastname1963,December,18,1998,BS Management Engineering,0917 329 4801
name1964,lastname1964,November,21,1999,BS Management Engineering,0917 325 9556
name1965,lastname1965,December,12,1997,BS Management,0927 100 2511
name1966,lastname1966,February,4,1999,BS Communications Technology Management,0917 215 6408
name1967,lastname1967,January,9,1997,BS Legal Management,0917 436 1207
name1968,lastname1968,March,22,1997,BS IT Entrepreneurship,0917 465 7876
name1969,lastname1969,October,2,1998,BS Management Engineering,0918 964 1775
name1970,lastname1970,December,17,1997,BS Legal Management,0917 168 9870
name1971,lastname1971,November,5,2000,BS Management,0918 829 7683
name1972,lastname1972,February,9,1997,BS Management Engineering,0927 603 5096
name1973,lastname1973,January,27,2000,BS Management,0927 731 3323
name1974,lastname1974,September,28,1999,BS Legal Management,0927 496 5071
name1975,lastname1975,January,28,1998,BS Management Engineering,0917 380 1407
name1976,lastname1976,January,28,1997,BS Management,0917 462 5215
name1977,lastname1977,September,12,1997,BS Legal Management,0918 327 3825
name1978,lastname1978,January,24,1999,BS IT Entrepreneurship,0918 260 1423
name1979,lastname1979,September,27,1998,BS IT Entrepreneurship,0927 222 8176
name1980,lastname1980,October,17,1997,BS Management,0917 431 9325
name1981,lastname1981,January,26,1997,BS IT Entrepreneurship,0917 675 3677
name1982,lastname1982,September,22,1997,BS Management,0927 749 8562
name1983,lastname1983,April,2,1997,BS IT Entrepreneurship,0917 466 8755
name1984,lastname1984,September,22,1998,BS Communications Technology Management,0927 277 4242
name1985,lastname1985,December,19,1998,BS Management,0917 257 9388
name1986,lastname1986,October,5,1997,BS Management,0917 140 6709
name1987,lastname1987,July,2,1998,BS Legal Management,0927 946 8272
name1988,lastname1988,October,26,2001,BS Management,0917 904 6049
name1989,lastname1989,January,10,1998,BS IT Entrepreneurship,0918 764 3612
name1990,lastname1990,September,9,1999,BS Management,0918 723 2886
name1991,lastname1991,October,22,1997,BS Communications Technology Management,0918 303 3829
name1992,lastname1992,February,26,2001,BS IT Entrepreneurship,0927 169 7384
name1993,lastname1993,June,8,2000,BS Management Engineering,0917 812 5088
name1994,lastname1994,March,6,1998,BS Management Engineering,0927 242 4120
name1995,lastname1995,March,13,2000,BS Communications Technology Management,0917 305 9747
name1996,lastname1996,November,8,2000,BS Management Engineering,0927 503 8538
name1997,lastname1997,July,1,2000,BS Communications Technology Management,0918 271 5534
name1998,lastname1998,May,21,1997,BS Communications Technology Management,0927 412 9263
name1999,lastname1999,December,28,1998,BS IT Entrepreneurship,0918 891 7548
name2000,lastname2000,April,9,1998,BS Communications Technology Management,0918 476 3872
name2001,lastname2001,August,3,1999,BS Management Engineering,0927 298 5300
name2002,lastname2002,December,11,1998,BS Communications Technology Management,0927 223 5706
name2003,lastname2003,January,24,1998,BS Management,0918 494 4620
name2004,lastname2004,June,2,1999,BS Management Engineering,0917 935 7445
name2005,lastname2005,December,18,2000,BS IT Entrepreneurship,0927 488 3954
name2006,lastname2006,August,21,2001,BS IT Entrepreneurship,0917 437 8924
name2007,lastname2007,July,28,2001,BS Legal Management,0917 716 7562
name2008,lastname2008,January,7,1999,BS Management,0917 680 8395
name2009,lastname2009,July,6,1997,BS Management Engineering,0927 361 3637
name2010,lastname2010,February,22,1998,BS Management Engineering,0918 707 8523
name2011,lastname2011,January,1,1998,BS IT Entrepreneurship,0918 623 2531
name2012,lastname2012,September,14,2000,BS Management,0917 220 5027
name2013,lastname2013,June,24,1998,BS Management,0918 812 9408
name2014,lastname2014,April,25,1998,BS Legal Management,0927 210 6387
name2015,lastname2015,February,16,1998,BS Management,0918 449 4691
name2016,lastname2016,December,13,1997,BS Legal Management,0917 140 4123
name2017,lastname2017,November,22,2001,BS Legal Management,0918 790 6360
name2018,lastname2018,December,1,1997,BS IT Entrepreneurship,0917 751 4414
name2019,lastname2019,April,22,1997,BS IT Entrepreneurship,0918 515 2440
name2020,lastname2020,November,8,1999,BS Management,0917 700 7658
name2021,lastname2021,April,24,1999,BS Management Engineering,0917 688 5465
name2022,lastname2022,October,19,1999,BS Management Engineering,0918 182 7212
name2023,lastname2023,March,23,2001,BS IT Entrepreneurship,0917 712 5504
name2024,lastname2024,December,7,1998,BS Management Engineering,0927 465 4236
name2025,lastname2025,June,22,1997,BS Communications Technology Management,0927 379 1273
name2026,lastname2026,July,21,1998,BS Management Engineering,0917 574 8273
name2027,lastname2027,July,22,2000,BS Legal Management,0927 797 3776
name2028,lastname2028,May,25,1997,BS Communications Technology Management,0927 603 1821
name2029,lastname2029,April,24,1999,BS Legal Management,0927 913 1885
name2030,lastname2030,August,27,1999,BS Communications Technology Management,0917 772 4979
name2031,lastname2031,June,6,1999,BS Management Engineering,0918 198 5169
name2032,lastname2032,May,26,2001,BS Communications Technology Management,0918 678 8292
name2033,lastname2033,May,15,1997,BS IT Entrepreneurship,0918 192 1964
name2034,lastname2034,December,23,1999,BS IT Entrepreneurship,0927 354 3947
name2035,lastname2035,February,27,2001,BS Management Engineering,0917 416 9675
name2036,lastname2036,May,5,2000,BS Legal Management,0917 458 9382
name2037,lastname2037,November,14,1999,BS IT Entrepreneurship,0927 961 1511
name2038,lastname2038,February,20,2000,BS IT Entrepreneurship,0918 181 1959
name2039,lastname2039,June,7,1997,BS Communications Technology Management,0917 711 9082
name2040,lastname2040,February,25,1999,BS Management,0917 892 9403
name2041,lastname2041,March,2,2000,BS Communications Technology Management,0917 763 5585
name2042,lastname2042,September,14,1997,BS Management,0917 640 5440
name2043,lastname2043,December,2,1997,BS Communications Technology Management,0917 428 7971
name2044,lastname2044,February,17,1998,BS Management,0927 953 9269
name2045,lastname2045,December,1,1999,BS Communications Technology Management,0918 115 5499
name2046,lastname2046,December,19,1999,BS Communications Technology Management,0927 512 1467
name2047,lastname2047,May,6,1999,BS Management,0918 845 3533
name2048,lastname2048,June,2,1998,BS Communications Technology Management,0927 607 6884
name2049,lastname2049,February,23,1999,BS Management Engineering,0918 361 4540
name2050,lastname2050,January,12,1997,BS IT Entrepreneurship,0918 460 2193
name2051,lastname2051,June,9,1998,BS Management Engineering,0918 383 1170
name2052,lastname2052,June,3,1998,BS Management,0927 453 4639
name2053,lastname2053,May,18,2000,BS IT Entrepreneurship,0927 462 3334
name2054,lastname2054,March,2,2001,BS Management Engineering,0917 520 3203
name2055,lastname2055,March,5,1998,BS Communications Technology Management,0927 916 6099
name2056,lastname2056,August,12,2001,BS IT Entrepreneurship,0927 636 1722
name2057,lastname2057,August,2,1999,BS Legal Management,0917 390 9767
name2058,lastname2058,July,9,1997,BS Management Engineering,0917 131 2366
name2059,lastname2059,April,17,1998,BS Legal Management,0927 414 2581
name2060,lastname2060,July,13,1998,BS Management Engineering,0927 455 9300
name2061,lastname2061,August,15,1997,BS Legal Management,0917 917 4866
name2062,lastname2062,July,19,2001,BS Legal Management,0927 659 4480
name2063,lastname2063,July,2,1999,BS Management,0918 469 3848
name2064,lastname2064,May,19,2000,BS IT Entrepreneurship,0927 854 3866
name2065,lastname2065,April,26,1999,BS Communications Technology Management,0917 464 7561
name2066,lastname2066,September,6,1998,BS IT Entrepreneurship,0918 747 3259
name2067,lastname2067,December,6,2001,BS Management,0917 313 7671
name2068,lastname2068,November,23,2000,BS Legal Management,0918 970 2344
name2069,lastname2069,May,5,2001,BS Communications Technology Management,0917 128 3353
name2070,lastname2070,June,16,1998,BS Communications Technology Management,0918 782 5017
name2071,lastname2071,July,11,1998,BS Legal Management,0918 933 3630
name2072,lastname2072,September,26,1997,BS Legal Management,0917 779 1807
name2073,lastname2073,September,5,1999,BS IT Entrepreneurship,0927 541 1226
name2074,lastname2074,December,8,2001,BS Communications Technology Management,0917 642 9835
name2075,lastname2075,July,19,2001,BS Communications Technology Management,0918 171 1816
name2076,lastname2076,August,27,1997,BS IT Entrepreneurship,0927 953 5376
name2077,lastname2077,June,1,2001,BS Management Engineering,0918 767 1665
name2078,lastname2078,March,24,1999,BS IT Entrepreneurship,0917 464 1136
name2079,lastname2079,January,14,1999,BS Communications Technology Management,0918 133 2721
name2080,lastname2080,January,10,2000,BS Legal Management,0918 967 5019
name2081,lastname2081,August,3,2001,BS IT Entrepreneurship,0918 445 4103
name2082,lastname2082,January,28,1997,BS IT Entrepreneurship,0918 456 7534
name2083,lastname2083,April,11,1998,BS IT Entrepreneurship,0927 457 9758
name2084,lastname2084,January,10,1997,BS IT Entrepreneurship,0927 490 1517
name2085,lastname2085,January,1,1997,BS Communications Technology Management,0927 339 7317
name2086,lastname2086,June,28,1998,BS Management,0918 809 4956
name2087,lastname2087,March,8,2001,BS IT Entrepreneurship,0917 551 4930
name2088,lastname2088,April,3,1998,BS Legal Management,0917 897 9957
name2089,lastname2089,February,25,2000,BS IT Entrepreneurship,0918 651 7760
name2090,lastname2090,September,25,1997,BS Management,0927 659 7067
name2091,lastname2091,November,12,1999,BS Management,0918 565 9839
name2092,lastname2092,August,19,1997,BS Management Engineering,0918 791 4032
name2093,lastname2093,April,16,1999,BS Management Engineering,0918 844 6460
name2094,lastname2094,April,12,1997,BS Legal Management,0917 787 9283
name2095,lastname2095,January,1,1997,BS Legal Management,0918 779 8462
name2096,lastname2096,August,17,1997,BS Legal Management,0927 423 4663
name2097,lastname2097,July,16,1998,BS Legal Management,0918 344 8962
name2098,lastname2098,February,19,1999,BS Legal Management,0917 908 4341
name2099,lastname2099,August,26,1999,BS Management,0927 697 1958
